,p1_Turning_point_count,p2_Turning_point_count,continuous_wins_p1,continuous_wins_p2
1098,0,0,0,1
1099,0,0,0,1
1100,1,1,1,0
1101,0,0,0,0
1102,0,0,0,1
1103,0,0,0,1
1104,0,0,0,1
1105,1,1,0,0
1106,0,0,0,1
1107,0,0,0,1
1108,0,0,1,0
1109,0,0,0,0
1110,1,1,1,0
1111,0,0,1,0
1112,0,0,0,0
1113,0,0,1,0
1114,0,0,1,0
1115,1,1,0,1
1116,0,0,1,0
1117,0,0,0,1
1118,0,0,0,1
1119,0,0,0,1
1120,1,0,0,0
1121,0,0,0,1
1122,0,0,0,0
1123,0,0,0,0
1124,0,0,1,0
1125,0,1,1,0
1126,0,0,0,1
1127,0,0,0,0
1128,0,0,0,1
1129,0,0,0,1
1130,1,1,1,0
1131,0,0,0,1
1132,0,0,0,0
1133,0,0,1,0
1134,0,0,1,0
1135,1,1,1,0
1136,0,0,0,1
1137,0,0,0,1
1138,0,0,0,0
1139,0,0,0,1
1140,1,1,1,0
1141,0,0,0,1
1142,0,0,1,0
1143,0,0,1,0
1144,0,0,0,0
1145,1,1,0,1
1146,0,0,1,0
1147,0,0,1,0
1148,0,0,1,0
1149,0,0,0,1
1150,1,1,0,1
1151,0,0,0,1
1152,0,0,0,0
1153,0,0,1,0
1154,0,0,0,0
1155,1,0,1,0
1156,0,0,1,0
1157,0,0,0,1
1158,0,0,1,0
1159,0,0,0,0
1160,0,0,0,1
1161,0,0,1,0
1162,0,0,1,0
1163,0,0,1,0
1164,0,0,0,0
1165,1,1,0,1
1166,0,0,0,1
1167,0,0,1,0
1168,0,0,0,1
1169,0,0,1,0
1170,1,1,0,0
1171,0,0,0,1
1172,0,0,1,0
1173,0,0,1,0
1174,0,0,1,0
1175,1,1,0,0
1176,0,0,1,0
1177,0,0,0,1
1178,0,0,1,0
1179,0,0,0,1
1180,1,1,0,1
1181,0,0,0,0
1182,0,0,0,1
1183,0,0,1,0
1184,0,0,0,1
1185,1,1,1,0
1186,0,0,1,0
1187,0,0,0,0
1188,0,0,1,0
1189,0,0,0,1
1190,1,1,0,1
1191,0,0,0,1
1192,0,0,0,0
1193,0,0,0,1
1194,0,0,1,0
1195,0,1,1,0
1196,0,0,1,0
1197,0,0,0,0
1198,0,0,1,0
1199,0,0,0,1
1200,0,1,0,1
1201,0,0,0,1
1202,0,0,0,0
1203,0,0,1,0
1204,0,0,1,0
1205,1,0,1,0
1206,0,0,0,0
1207,0,0,0,1
1208,0,0,0,1
1209,0,0,0,1
1210,1,1,0,0
1211,0,0,1,0
1212,0,0,0,1
1213,0,0,1,0
1214,0,0,1,0
1215,1,1,0,0
1216,0,0,0,1
1217,0,0,0,1
1218,0,0,0,1
1219,0,0,0,0
1220,1,1,1,0
1221,0,0,1,0
1222,0,0,1,0
1223,0,0,0,0
1224,0,0,0,1
1225,1,1,0,1
1226,0,0,0,1
1227,0,0,0,0
1228,0,0,1,0
1229,0,0,0,1
1230,1,1,1,0
1231,0,0,1,0
1232,0,0,0,0
1233,0,0,0,0
1234,0,0,1,0
1235,0,1,1,0
1236,0,0,0,1
1237,0,0,1,0
1238,0,0,0,0
1239,0,0,0,1
1240,1,1,0,1
1241,0,0,0,1
1242,0,0,1,0
1243,0,0,0,0
1244,0,0,0,1
1245,1,1,1,0
1246,0,0,0,1
1247,0,0,1,0
1248,0,0,0,1
1249,0,0,0,0
1250,0,1,0,1
1251,0,0,1,0
1252,0,0,1,0
1253,0,0,0,0
1254,0,0,1,0
1255,1,0,1,0
1256,0,0,1,0
1257,0,0,0,0
1258,0,0,0,1
1259,0,0,0,1
1260,0,1,0,1
1261,0,0,1,0
1262,0,0,0,0
1263,0,0,1,0
1264,0,0,1,0
1265,0,0,1,0
1266,0,0,0,0
1267,0,0,0,1
1268,0,0,1,0
1269,0,0,0,1
1270,1,1,0,1
1271,0,0,0,0
1272,0,0,1,0
1273,0,0,1,0
1274,0,0,1,0
1275,1,1,0,0
1276,0,0,0,1
1277,0,0,0,1
1278,0,0,0,1
1279,0,0,0,0
1280,1,1,1,0
1281,0,0,1,0
1282,0,0,1,0
1283,0,0,0,1
1284,0,0,0,1
1285,1,1,0,0
1286,0,0,0,1
1287,0,0,1,0
1288,0,0,1,0
1289,0,0,0,1
1290,0,0,0,1
1291,0,0,0,0
1292,0,0,0,0
1293,0,0,0,1
1294,0,0,1,0
1295,1,0,0,1
1296,0,0,0,1
1297,0,0,0,0
1298,0,0,1,0
1299,0,0,1,0
1300,1,0,0,1
1301,0,0,1,0
1302,0,0,0,0
1303,0,0,0,1
1304,0,0,0,1
1305,1,1,0,1
1306,0,0,1,0
1307,0,0,0,0
1308,0,0,0,1
1309,0,0,0,1
1310,1,1,1,0
1311,0,0,1,0
1312,0,0,1,0
1313,0,0,4,0
1314,0,0,0,0
1315,1,1,1,0
1316,0,0,0,1
1317,0,0,1,0
1318,0,0,0,1
1319,0,0,0,1
1320,0,1,1,0
1321,0,0,1,0
1322,0,0,0,0
1323,0,0,0,1
1324,0,0,0,0
1325,1,1,0,1
1326,0,0,0,0
1327,0,0,1,0
1328,0,0,1,0
1329,0,0,1,0
1330,1,1,0,1
1331,0,0,0,0
1332,0,0,1,0
1333,0,0,1,0
1334,0,0,0,1
1335,1,1,1,0
1336,0,0,0,1
1337,0,0,0,1
1338,0,0,0,1
1339,0,0,0,0
1340,1,1,0,1
1341,0,0,0,0
1342,0,0,1,0
1343,0,0,1,0
1344,0,0,1,0
1345,1,1,0,1
1346,0,0,0,1
1347,0,0,0,0
1348,0,0,0,1
1349,0,0,0,1
1350,0,0,0,1
1351,0,0,0,0
1352,0,0,0,1
1353,0,0,1,0
1354,0,0,1,0
1355,1,1,1,0
1356,0,0,0,1
1357,0,0,0,1
1358,0,0,1,0
1359,0,0,0,0
1360,1,1,1,0
1361,0,0,0,0
1362,0,0,0,1
1363,0,0,0,1
1364,0,0,0,1
1365,1,1,0,0
1366,0,0,0,1
1367,0,0,1,0
1368,0,0,0,1
1369,0,0,1,0
1370,1,1,1,0
1371,0,0,0,0
1372,0,0,0,0
1373,0,0,1,0
1374,0,0,1,0
1375,1,1,1,0
1376,0,0,0,1
1377,0,0,0,0
1378,0,0,0,1
1379,0,0,1,0
1380,1,1,0,1
1381,0,0,1,0
1382,0,0,0,1
1383,0,0,0,0
1384,0,0,0,1
1385,1,1,1,0
1386,0,0,1,0
1387,0,0,0,1
1388,0,0,1,0
1389,0,0,0,0
1390,1,1,0,1
1391,0,0,0,1
1392,0,0,0,1
1393,0,0,1,0
1394,0,0,0,0
1395,1,1,1,0
1396,0,0,1,0
1397,0,0,1,0
1398,0,0,0,0
1399,0,0,1,0
1400,1,1,1,0
1401,0,0,0,1
1402,0,0,0,1
1403,0,0,1,0
1404,0,0,0,1
1405,1,1,1,0
1406,0,0,0,0
1407,0,0,1,0
1408,0,0,1,0
1409,0,0,0,0
1410,1,1,0,0
1411,0,0,1,0
1412,0,0,0,1
1413,0,0,1,0
1414,0,0,1,0
1415,1,1,0,1
1416,0,0,0,0
1417,0,0,1,0
1418,0,0,0,1
1419,0,0,1,0
1420,1,1,1,0
1421,0,0,0,0
1422,0,0,0,1
1423,0,0,0,0
1424,0,0,0,1
1425,1,1,0,0
1426,0,0,1,0
1427,0,0,1,0
1428,0,0,0,1
1429,0,0,1,0
1430,1,1,0,0
1431,0,0,0,1
1432,0,0,0,1
1433,0,0,1,0
1434,0,0,0,1
1435,1,1,0,0
1436,0,0,0,1
1437,0,0,1,0
1438,0,0,1,0
1439,0,0,1,0
1440,1,1,0,0
1441,0,0,0,1
1442,0,0,0,1
1443,0,0,0,1
1444,0,0,1,0
1445,1,1,1,0
1446,0,0,1,0
1447,0,0,0,1
1448,0,0,0,0
1449,0,0,1,0
1450,1,1,0,0
1451,0,0,1,0
1452,0,0,0,0
1453,0,0,1,0
1454,0,0,0,1
1455,1,1,0,1
1456,0,0,1,0
1457,0,0,0,1
1458,0,0,0,0
1459,0,0,0,1
1460,1,0,0,1
1461,0,0,0,1
1462,0,0,0,0
1463,0,0,1,0
1464,0,0,1,0
1465,1,1,0,1
1466,0,0,0,1
1467,0,0,1,0
1468,0,0,1,0
1469,0,0,0,0
1470,1,1,0,1
1471,0,0,0,1
1472,0,0,0,1
1473,0,0,1,0
1474,0,0,0,0
1475,1,1,1,0
1476,0,0,1,0
1477,0,0,1,0
1478,0,0,0,0
1479,0,0,1,0
1480,1,1,0,1
1481,0,0,0,1
1482,0,0,0,1
1483,0,0,0,0
1484,0,0,0,0
1485,1,1,0,1
1486,0,0,0,1
1487,0,0,0,1
1488,0,0,0,0
1489,0,0,1,0
1490,1,1,1,0
1491,0,0,1,0
1492,0,0,0,0
1493,0,0,1,0
1494,0,0,0,1
1495,1,1,0,1
1496,0,0,1,0
1497,0,0,0,1
1498,0,0,0,0
1499,0,0,1,0
1500,1,1,1,0
1501,0,0,1,0
1502,0,0,0,1
1503,0,0,0,0
1504,0,0,0,1
1505,0,1,0,1
1506,0,0,0,1
1507,0,0,0,0
1508,0,0,1,0
1509,0,0,1,0
1510,0,1,1,0
1511,0,0,0,0
1512,0,0,1,0
1513,0,0,1,0
1514,0,0,0,1
1515,0,1,0,1
1516,0,0,0,1
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,1,0
1520,1,1,1,0
1521,0,0,0,0
1522,0,0,0,1
1523,0,0,0,1
1524,0,0,0,1
1525,1,1,0,0
1526,0,0,0,1
1527,0,0,1,0
1528,0,0,0,1
1529,0,0,1,0
1530,1,1,1,0
1531,0,0,0,0
1532,0,0,0,1
1533,0,0,0,1
1534,0,0,0,1
1535,1,1,1,0
1536,0,0,0,0
1537,0,0,1,0
1538,0,0,0,1
1539,0,0,1,0
1540,1,0,1,0
1541,0,0,0,0
1542,0,0,1,0
1543,0,0,0,1
1544,0,0,1,0
1545,1,0,1,0
1546,0,0,0,0
1547,0,0,0,1
1548,0,0,1,0
1549,0,0,1,0
1550,0,1,0,1
1551,0,0,0,1
1552,0,0,0,0
1553,0,0,1,0
1554,0,0,0,1
1555,1,1,1,0
1556,0,0,1,0
1557,0,0,0,0
1558,0,0,1,0
1559,0,0,1,0
1560,1,1,0,1
1561,0,0,0,1
1562,0,0,1,0
1563,0,0,0,1
1564,0,0,0,1
1565,1,1,0,0
1566,0,0,0,1
1567,0,0,0,0
1568,0,0,1,0
1569,0,0,1,0
1570,1,1,1,0
1571,0,0,0,0
1572,0,0,0,1
1573,0,0,0,1
1574,0,0,0,1
1575,1,1,0,0
1576,0,0,1,0
1577,0,0,1,0
1578,0,0,1,0
1579,0,0,0,0
1580,1,1,1,0
1581,0,0,1,0
1582,0,0,0,1
1583,0,0,0,1
1584,0,0,0,1
1585,1,0,1,0
1586,0,0,0,1
1587,0,0,0,0
1588,0,0,1,0
1589,0,0,1,0
1590,1,0,1,0
1591,0,0,0,0
1592,0,0,0,1
1593,0,0,0,1
1594,0,0,1,0
1595,1,1,0,1
1596,0,0,0,0
1597,0,0,1,0
1598,0,0,1,0
1599,0,0,1,0
1600,0,0,0,1
1601,0,0,0,1
1602,0,0,0,1
1603,0,0,0,0
1604,0,0,1,0
1605,1,1,0,0
1606,0,0,0,1
1607,0,0,1,0
1608,0,0,1,0
1609,0,0,1,0
1610,0,1,0,1
1611,0,0,0,1
1612,0,0,0,1
1613,0,0,0,0
1614,0,0,0,0
1615,1,1,0,1
1616,0,0,0,1
1617,0,0,0,1
1618,0,0,0,0
1619,0,0,1,0
1620,1,1,0,1
1621,0,0,1,0
1622,0,0,1,0
1623,0,0,0,0
1624,0,0,0,1
1625,1,1,0,1
1626,0,0,1,0
1627,0,0,0,1
1628,0,0,1,0
1629,0,0,1,0
1630,0,1,0,1
1631,0,0,0,0
1632,0,0,0,1
1633,0,0,0,0
1634,0,0,1,0
1635,0,1,0,1
1636,0,0,1,0
1637,0,0,0,1
1638,0,0,1,0
1639,0,0,0,0
1640,1,1,1,0
1641,0,0,0,1
1642,0,0,0,1
1643,0,0,1,0
1644,0,0,0,1
1645,0,0,1,0
1646,0,0,0,1
1647,0,0,0,0
1648,0,0,0,1
1649,0,0,0,0
1650,1,1,1,0
1651,0,0,1,0
1652,0,0,1,0
1653,0,0,0,0
1654,0,0,0,1
1655,1,1,0,1
1656,0,0,0,1
1657,0,0,0,0
1658,0,0,1,0
1659,0,0,0,1
1660,1,1,1,0
1661,0,0,0,1
1662,0,0,0,1
1663,0,0,1,0
1664,0,0,1,0
1665,1,1,0,0
1666,0,0,0,1
1667,0,0,0,1
1668,0,0,0,1
1669,0,0,0,0
1670,1,1,0,1
1671,0,0,1,0
1672,0,0,0,0
1673,0,0,0,1
1674,0,0,1,0
1675,1,1,1,0
1676,0,0,0,1
1677,0,0,0,1
1678,0,0,1,0
1679,0,0,1,0
1680,0,1,0,0
1681,0,0,1,0
1682,0,0,0,0
1683,0,0,1,0
1684,0,0,0,1
1685,0,1,1,0
1686,0,0,1,0
1687,0,0,0,0
1688,0,0,0,1
1689,0,0,0,1
1690,0,0,0,1
1691,0,0,0,0
1692,0,0,1,0
1693,0,0,0,1
1694,0,0,1,0
1695,1,1,1,0
1696,0,0,0,0
1697,0,0,0,1
1698,0,0,1,0
1699,0,0,1,0
1700,0,0,0,1
1701,0,0,1,0
1702,0,0,0,1
1703,0,0,1,0
1704,0,0,0,0
1705,0,1,0,1
1706,0,0,0,0
1707,0,0,1,0
1708,0,0,1,0
1709,0,0,0,1
1710,1,1,0,1
1711,0,0,0,1
1712,0,0,0,0
1713,0,0,1,0
1714,0,0,0,1
1715,0,0,0,1
1716,0,0,0,1
1717,0,0,0,0
1718,0,0,1,0
1719,0,0,1,0
1720,1,1,1,0
1721,0,0,0,0
1722,0,0,0,1
1723,0,0,0,1
1724,0,0,0,1
1725,1,1,1,0
1726,0,0,0,0
1727,0,0,0,1
1728,0,0,1,0
1729,0,0,1,0
1730,1,1,1,0
1731,0,0,0,0
1732,0,0,1,0
1733,0,0,1,0
1734,0,0,0,1
1735,1,1,0,1
1736,0,0,0,0
1737,0,0,0,1
1738,0,0,0,0
1739,0,0,1,0
1740,1,1,1,0
1741,0,0,1,0
1742,0,0,0,0
1743,0,0,0,0
1744,0,0,1,0
1745,1,0,1,0
1746,0,0,1,0
1747,0,0,0,0
1748,0,0,1,0
1749,0,0,0,1
1750,1,1,0,1
1751,0,0,1,0
1752,0,0,0,1
1753,0,0,0,0
1754,0,0,1,0
1755,0,0,0,1
1756,0,0,0,1
1757,0,0,1,0
1758,0,0,0,1
1759,0,0,0,0
1760,1,1,0,1
1761,0,0,0,1
1762,0,0,0,1
1763,0,0,0,0
1764,0,0,1,0
1765,1,1,1,0
1766,0,0,1,0
1767,0,0,0,0
1768,0,0,0,1
1769,0,0,1,0
1770,0,1,1,0
1771,0,0,0,1
1772,0,0,0,1
1773,0,0,0,0
1774,0,0,1,0
1775,0,0,1,0
1776,0,0,1,0
1777,0,0,0,0
1778,0,0,0,1
1779,0,0,0,1
1780,0,0,0,1
1781,0,0,0,0
1782,0,0,1,0
1783,0,0,1,0
1784,0,0,1,0
1785,1,1,0,0
1786,0,0,0,1
1787,0,0,0,1
1788,0,0,0,1
1789,0,0,0,0
1790,1,1,1,0
1791,0,0,0,1
1792,0,0,0,0
1793,0,0,0,1
1794,0,0,0,0
1795,1,1,0,0
1796,0,0,1,0
1797,0,0,1,0
1798,0,0,0,1
1799,0,0,0,1
1800,0,0,0,0
1801,0,0,1,0
1802,0,0,0,0
1803,0,0,1,0
1804,0,0,0,1
1805,1,1,0,1
1806,0,0,1,0
1807,0,0,0,1
1808,0,0,0,1
1809,0,0,0,0
1810,0,1,0,1
1811,0,0,0,0
1812,0,0,0,1
1813,0,0,1,0
1814,0,0,0,1
1815,0,0,1,0
1816,0,0,0,1
1817,0,0,0,0
1818,0,0,1,0
1819,0,0,0,1
1820,0,0,0,1
1821,0,0,0,1
1822,0,0,0,0
1823,0,0,1,0
1824,0,0,1,0
1825,1,0,1,0
1826,0,0,0,0
1827,0,0,0,1
1828,0,0,0,1
1829,0,0,1,0
1830,1,1,0,1
1831,0,0,0,0
1832,0,0,1,0
1833,0,0,1,0
1834,0,0,0,0
1835,1,1,0,0
1836,0,0,0,1
1837,0,0,0,1
1838,0,0,0,0
1839,0,0,0,0
1840,1,1,0,0
1841,0,0,1,0
1842,0,0,0,1
1843,0,0,1,0
1844,0,0,0,0
1845,1,1,0,1
1846,0,0,1,0
1847,0,0,1,0
1848,0,0,0,1
1849,0,0,1,0
1850,1,1,0,0
1851,0,0,0,1
1852,0,0,1,0
1853,0,0,1,0
1854,0,0,1,0
1855,0,1,0,1
1856,0,0,0,0
1857,0,0,1,0
1858,0,0,0,1
1859,0,0,0,1
1860,1,1,0,1
1861,0,0,0,0
1862,0,0,1,0
1863,0,0,1,0
1864,0,0,1,0
1865,1,1,0,0
1866,0,0,0,1
1867,0,0,1,0
1868,0,0,0,1
1869,0,0,0,1
1870,1,1,0,0
1871,0,0,1,0
1872,0,0,1,0
1873,0,0,0,0
1874,0,0,1,0
1875,1,1,0,0
1876,0,0,0,1
1877,0,0,0,0
1878,0,0,1,0
1879,0,0,0,0
1880,1,1,1,0
1881,0,0,0,0
1882,0,0,0,1
1883,0,0,0,1
1884,0,0,0,1
1885,1,1,0,0
1886,0,0,1,0
1887,0,0,1,0
1888,0,0,1,0
1889,0,0,0,0
1890,1,1,0,1
1891,0,0,0,1
1892,0,0,0,1
1893,0,0,0,0
1894,0,0,1,0
1895,1,1,1,0
1896,0,0,1,0
1897,0,0,0,0
1898,0,0,1,0
1899,0,0,1,0
1900,0,1,0,1
1901,0,0,0,0
1902,0,0,1,0
1903,0,0,1,0
1904,0,0,0,1
1905,1,1,1,0
1906,0,0,0,0
1907,0,0,0,1
1908,0,0,0,1
1909,0,0,0,1
1910,1,1,0,0
1911,0,0,1,0
1912,0,0,1,0
1913,0,0,1,0
1914,0,0,0,1
1915,1,1,0,0
1916,0,0,0,0
1917,0,0,0,1
1918,0,0,1,0
1919,0,0,0,1
1920,1,0,1,0
1921,0,0,1,0
1922,0,0,0,0
1923,0,0,0,1
1924,0,0,0,0
1925,0,1,0,1
1926,0,0,0,0
1927,0,0,0,1
1928,0,0,0,0
1929,0,0,1,0
1930,1,0,0,1
1931,0,0,0,1
1932,0,0,1,0
1933,0,0,0,0
1934,0,0,0,1
1935,1,1,0,1
1936,0,0,1,0
1937,0,0,0,0
1938,0,0,0,1
1939,0,0,0,0
1940,1,1,1,0
1941,0,0,0,0
1942,0,0,1,0
1943,0,0,0,1
1944,0,0,1,0
1945,0,1,0,1
1946,0,0,0,1
1947,0,0,1,0
1948,0,0,1,0
1949,0,0,0,0
1950,1,1,0,1
1951,0,0,0,0
1952,0,0,1,0
1953,0,0,0,1
1954,0,0,0,1
1955,1,1,0,0
1956,0,0,1,0
1957,0,0,1,0
1958,0,0,0,1
1959,0,0,0,0
1960,1,1,0,1
1961,0,0,1,0
1962,0,0,0,1
1963,0,0,0,1
1964,0,0,0,0
1965,1,1,1,0
1966,0,0,1,0
1967,0,0,1,0
1968,0,0,0,0
1969,0,0,1,0
1970,1,1,0,1
1971,0,0,0,1
1972,0,0,1,0
1973,0,0,1,0
1974,0,0,0,0
1975,1,1,1,0
1976,0,0,1,0
1977,0,0,1,0
1978,0,0,0,1
1979,0,0,0,0
1980,1,1,0,1
1981,0,0,1,0
1982,0,0,1,0
1983,0,0,0,1
1984,0,0,1,0
1985,1,0,0,0
1986,0,0,0,1
1987,0,0,0,1
1988,0,0,1,0
1989,0,0,0,0
1990,1,1,1,0
1991,0,0,0,1
1992,0,0,0,0
1993,0,0,0,1
1994,0,0,1,0
1995,1,0,0,1
1996,0,0,1,0
1997,0,0,0,0
1998,0,0,0,1
1999,0,0,0,1
2000,0,0,1,0
2001,0,0,0,1
2002,0,0,1,0
2003,0,0,0,0
2004,0,0,0,0
2005,0,1,0,1
2006,0,0,0,0
2007,0,0,0,0
2008,0,0,1,0
2009,0,0,0,0
2010,1,1,0,1
2011,0,0,0,1
2012,0,0,0,1
2013,0,0,1,0
2014,0,0,1,0
2015,1,1,0,0
2016,0,0,0,1
2017,0,0,0,1
2018,0,0,0,1
2019,0,0,1,0
2020,1,1,0,0
2021,0,0,0,1
2022,0,0,1,0
2023,0,0,0,1
2024,0,0,1,0
2025,1,1,0,1
2026,0,0,0,0
2027,0,0,1,0
2028,0,0,1,0
2029,0,0,0,1
2030,1,1,1,0
2031,0,0,0,1
2032,0,0,0,0
2033,0,0,0,1
2034,0,0,1,0
2035,1,1,0,1
2036,0,0,0,1
2037,0,0,1,0
2038,0,0,1,0
2039,0,0,0,0
2040,0,0,0,1
2041,0,0,0,0
2042,0,0,1,0
2043,0,0,0,1
2044,0,0,0,0
2045,1,1,1,0
2046,0,0,1,0
2047,0,0,0,0
2048,0,0,0,1
2049,0,0,0,0
2050,1,1,0,1
2051,0,0,1,0
2052,0,0,0,1
2053,0,0,0,1
2054,0,0,0,0
2055,1,1,1,0
2056,0,0,0,0
2057,0,0,1,0
2058,0,0,0,1
2059,0,0,0,1
2060,1,1,1,0
2061,0,0,0,0
2062,0,0,0,1
2063,0,0,0,1
2064,0,0,1,0
2065,0,1,1,0
2066,0,0,0,1
2067,0,0,1,0
2068,0,0,1,0
2069,0,0,0,0
2070,1,1,1,0
2071,0,0,0,0
2072,0,0,1,0
2073,0,0,0,0
2074,0,0,1,0
2075,1,1,0,1
2076,0,0,0,0
2077,0,0,0,1
2078,0,0,1,0
2079,0,0,0,1
2080,0,0,1,0
2081,0,0,1,0
2082,0,0,0,1
2083,0,0,0,1
2084,0,0,0,0
2085,1,1,1,0
2086,0,0,0,1
2087,0,0,1,0
2088,0,0,0,1
2089,0,0,1,0
2090,1,1,1,0
2091,0,0,0,0
2092,0,0,0,1
2093,0,0,0,1
2094,0,0,1,0
2095,1,1,1,0
2096,0,0,1,0
2097,0,0,0,0
2098,0,0,1,0
2099,0,0,1,0
2100,1,1,0,0
2101,0,0,0,0
2102,0,0,0,1
2103,0,0,1,0
2104,0,0,0,1
2105,0,1,1,0
2106,0,0,0,1
2107,0,0,0,0
2108,0,0,1,0
2109,0,0,0,1
2110,1,0,1,0
2111,0,0,1,0
2112,0,0,0,0
2113,0,0,1,0
2114,0,0,0,1
2115,0,1,0,1
2116,0,0,0,1
2117,0,0,0,0
